3528.51	6.5
3527.23	4.5
3525.95	13
3524.67	15.5
3523.39	11
3522.1	10
3520.82	16
3519.54	4
3518.26	-4
3516.97	3
3515.69	1.5
3514.4	3.5
3513.12	5.5
3511.84	6
3510.55	8
3509.26	8.5
3507.98	17
3506.69	9.5
3505.41	7.5
3504.12	0.5
3502.83	4
3501.54	0
3500.26	7
3498.97	6.5
3497.68	12
3496.39	10
3495.1	10
3493.81	12.5
3492.52	16.5
3491.23	6.5
3489.94	8
3488.65	2
3487.36	1.5
3486.07	0
3484.78	15.5
3483.49	7.5
3482.19	6.5
3480.9	19.5
3479.61	13.5
3478.31	16
3477.02	4
3475.73	7.5
3474.43	1.5
3473.14	5.5
3471.84	11
3470.54	3
3469.25	6.5
3467.95	10.5
3466.66	4.5
3465.36	20
3464.06	14
3462.76	12
3461.46	5.5
3460.17	8
3458.87	14
3457.57	-1
3456.27	11
3454.97	0.5
3453.67	7.5
3452.37	19
3451.07	18
3449.77	10.5
3448.47	20.5
3447.16	2
3445.86	14
3444.56	5
3443.26	5.5
3441.95	7
3440.65	14.5
3439.35	11
3438.04	16
3436.74	21
3435.43	17
3434.13	18.5
3432.82	14
3431.52	13.5
3430.21	6
3428.9	12.5
3427.6	10
3426.29	11
3424.98	16
3423.67	18.5
3422.36	15
3421.06	16
3419.75	23
3418.44	18
3417.13	18
3415.82	13
3414.51	15.5
3413.2	12.5
3411.88	10
3410.57	16
3409.26	16.5
3407.95	19
3406.64	19
3405.32	15
3404.01	26
3402.7	20
3401.38	18.5
3400.07	18.5
3398.75	20
3397.44	15
3396.12	19
3394.81	15
3393.49	16
3392.18	24
3390.86	21.5
3389.54	23
3388.23	20
3386.91	29
3385.59	20
3384.27	12
3382.95	11
3381.63	19.5
3380.31	25.5
3378.99	22.5
3377.67	21
3376.35	21.5
3375.03	31
3373.71	30
3372.39	23.5
3371.07	15
3369.75	18.5
3368.42	19
3367.1	15.5
3365.78	25
3364.45	20
3363.13	28
3361.81	25.5
3360.48	33
3359.16	33.5
3357.83	26
3356.51	24.5
3355.18	19
3353.85	21.5
3352.53	17
3351.2	15.5
3349.87	20.5
3348.54	21.5
3347.22	25
3345.89	28
3344.56	33
3343.23	26
3341.9	25.5
