3528.51	109.5
3527.23	110
3525.95	110.5
3524.67	123.5
3523.39	121
3522.1	121
3520.82	130
3519.54	128.5
3518.26	135.5
3516.97	132
3515.69	128.5
3514.4	133
3513.12	125
3511.84	126.5
3510.55	131
3509.26	139
3507.98	136.5
3506.69	130
3505.41	142.5
3504.12	135
3502.83	147
3501.54	146.5
3500.26	147.5
3498.97	138
3497.68	154
3496.39	146
3495.1	151
3493.81	150.5
3492.52	155
3491.23	164
3489.94	161
3488.65	171.5
3487.36	171.5
3486.07	170
3484.78	180.5
3483.49	173
3482.19	179.5
3480.9	186
3479.61	185.5
3478.31	190
3477.02	199.5
3475.73	186.5
3474.43	198
3473.14	179.5
3471.84	201.5
3470.54	200
3469.25	204
3467.95	193.5
3466.66	184.5
3465.36	203.5
3464.06	195
3462.76	211
3461.46	200.5
3460.17	206.5
3458.87	210
3457.57	223
3456.27	213.5
3454.97	218
3453.67	216
3452.37	225
3451.07	219.5
3449.77	219.5
3448.47	223
3447.16	211
3445.86	231.5
3444.56	229
3443.26	240.5
3441.95	244
3440.65	250.5
3439.35	249
3438.04	261.5
3436.74	267.5
3435.43	260.5
3434.13	273.5
3432.82	291
3431.52	284.5
3430.21	285.5
3428.9	302
3427.6	292
3426.29	303
3424.98	313.5
3423.67	310
3422.36	313
3421.06	327.5
3419.75	339.5
3418.44	329
3417.13	316
3415.82	330
3414.51	327.5
3413.2	339
3411.88	347
3410.57	354
3409.26	354
3407.95	356.5
3406.64	345.5
3405.32	374
3404.01	360
3402.7	352.5
3401.38	372
3400.07	359.5
3398.75	378.5
3397.44	367
3396.12	390.5
3394.81	387
3393.49	384.5
3392.18	393
3390.86	408
3389.54	405
3388.23	402
3386.91	410.5
3385.59	407.5
3384.27	407
3382.95	418.5
3381.63	417
3380.31	408
3378.99	432
3377.67	430.5
3376.35	433
3375.03	426.5
3373.71	447.5
3372.39	436
3371.07	440
3369.75	469
3368.42	454
3367.1	454
3365.78	446.5
3364.45	449.5
3363.13	462.5
3361.81	478.5
3360.48	483
3359.16	477
3357.83	477
3356.51	494
3355.18	483
3353.85	473
3352.53	491
3351.2	488.5
3349.87	498.5
3348.54	500
3347.22	499.5
3345.89	513.5
3344.56	496.5
3343.23	512
3341.9	508
3340.57	510.5
3339.24	514
3337.91	534.5
3336.58	519.5
3335.25	508.5
3333.92	528
3332.58	522.5
3331.25	531.5
3329.92	539
3328.59	532
3327.25	527
3325.92	531.5
3324.58	533
3323.25	543.5
3321.92	552
3320.58	538.5
3319.25	562.5
3317.91	542.5
3316.57	551.5
3315.24	554
3313.9	557.5
3312.56	562
3311.23	551.5
3309.89	565
3308.55	586
3307.21	562.5
3305.87	586.5
3304.53	574
3303.19	582.5
3301.85	567.5
3300.51	575
3299.17	593
3297.83	591
3296.49	588
3295.15	572
3293.81	588
3292.46	588
3291.12	612.5
3289.78	577
3288.43	599
3287.09	607.5
3285.75	605
3284.4	618.5
3283.06	612.5
3281.71	608.5
3280.37	642
3279.02	638.5
3277.67	641
3276.33	635
3274.98	632.5
3273.63	649
3272.28	636.5
3270.94	655.5
3269.59	655
3268.24	646
3266.89	655.5
3265.54	683
3264.19	705
3262.84	696
3261.49	700.5
3260.14	698.5
3258.79	706
3257.44	739
3256.08	718
3254.73	758
3253.38	777
3252.03	770.5
3250.67	789.5
3249.32	841
3247.96	837.5
3246.61	877
3245.26	887.5
3243.9	910.5
3242.54	936
3241.19	959.5
3239.83	961
3238.48	999.5
3237.12	1043
3235.76	1064.5
3234.41	1079
3233.05	1115
3231.69	1125
3230.33	1137
3228.97	1184.5
3227.61	1240
3226.25	1217.5
3224.89	1257
3223.53	1279.5
3222.17	1316.5
3220.81	1307
3219.45	1318.5
3218.09	1329
3216.72	1363.5
3215.36	1377
3214	1372.5
3212.63	1373.5
3211.27	1421.5
3209.91	1428
3208.54	1418
3207.18	1448.5
3205.81	1434.5
3204.45	1480
3203.08	1475.5
3201.71	1461
3200.35	1488.5
3198.98	1512
3197.61	1510.5
3196.25	1527
3194.88	1534
3193.51	1508.5
3192.14	1539.5
3190.77	1513
3189.4	1550.5
3188.03	1547
3186.66	1574
3185.29	1554
3183.92	1556.5
3182.55	1580
3181.18	1607.5
3179.81	1606
3178.44	1617
3177.06	1623.5
3175.69	1647.5
3174.32	1647
3172.94	1657.5
3171.57	1680
3170.2	1680.5
3168.82	1711.5
3167.45	1710
3166.07	1710.5
3164.69	1746.5
3163.32	1754
3161.94	1758
3160.56	1777.5
3159.19	1793
3157.81	1819.5
3156.43	1809
3155.05	1849
3153.67	1806
3152.3	1838
3150.92	1873.5
3149.54	1892
3148.16	1869.5
3146.78	1896
3145.4	1904.5
3144.01	1893
3142.63	1919.5
3141.25	1944
3139.87	1976.5
3138.49	1958.5
3137.1	1972
3135.72	1981.5
3134.34	1994
3132.95	2011
3131.57	2032
3130.18	2060
3128.8	2040
3127.41	2097.5
3126.03	2088.5
3124.64	2097
3123.25	2118
3121.87	2122
3120.48	2146.5
3119.09	2147
3117.7	2155
3116.32	2164
3114.93	2171
3113.54	2177
3112.15	2208
3110.76	2243
3109.37	2234
3107.98	2202.5
3106.59	2247
3105.2	2245
3103.8	2259
3102.41	2262
3101.02	2252
3099.63	2246.5
3098.23	2306.5
3096.84	2304.5
3095.45	2319.5
3094.05	2331.5
3092.66	2326.5
3091.26	2360.5
3089.87	2316.5
3088.47	2362
3087.08	2368.5
3085.68	2387
3084.28	2370
3082.89	2381
3081.49	2432.5
3080.09	2426
3078.69	2421.5
3077.3	2444.5
3075.9	2429
3074.5	2432.5
3073.1	2448
3071.7	2447.5
3070.3	2492.5
3068.9	2432
3067.5	2495
3066.09	2458
3064.69	2455.5
3063.29	2491.5
3061.89	2477
3060.48	2526.5
3059.08	2489
3057.68	2523
3056.27	2502
3054.87	2473
3053.46	2517.5
3052.06	2550.5
3050.65	2568.5
3049.25	2596
3047.84	2580
3046.44	2563
3045.03	2587.5
3043.62	2578.5
3042.21	2595
3040.81	2603.5
3039.4	2613
3037.99	2641
3036.58	2644
3035.17	2618
3033.76	2653
3032.35	2649
3030.94	2688
3029.53	2667
3028.12	2664.5
3026.71	2673
3025.29	2676
3023.88	2730
3022.47	2691.5
3021.06	2711
3019.64	2714.5
3018.23	2656.5
3016.82	2701.5
3015.4	2712
3013.99	2723.5
3012.57	2748.5
3011.15	2711.5
3009.74	2749.5
3008.32	2700
3006.91	2773
3005.49	2780.5
3004.07	2756.5
3002.65	2779.5
3001.24	2812
2999.82	2812.5
2998.4	2840.5
2996.98	2832
2995.56	2862.5
2994.14	2869.5
2992.72	2866
2991.3	2879.5
2989.88	2865.5
2988.46	2891.5
2987.03	2910.5
2985.61	2917
2984.19	2954
2982.77	2973
2981.34	2996
2979.92	3000
2978.49	3000
2977.07	3003
2975.65	3031.5
2974.22	3039.5
2972.79	3104.5
2971.37	3051
2969.94	3100
2968.52	3155.5
2967.09	3138.5
2965.66	3145
2964.23	3153.5
2962.81	3148.5
2961.38	3202
2959.95	3231.5
2958.52	3196.5
2957.09	3216.5
2955.66	3246
2954.23	3247
2952.8	3276
2951.37	3287
2949.94	3279
2948.5	3313.5
2947.07	3309
2945.64	3340.5
2944.21	3393
2942.77	3345
2941.34	3375
2939.91	3414
2938.47	3407
2937.04	3428
2935.6	3459
2934.17	3462.5
2932.73	3506
2931.29	3467
2929.86	3492
2928.42	3492.5
2926.98	3554
2925.55	3503
2924.11	3557
2922.67	3559.5
2921.23	3594.5
2919.79	3627.5
2918.35	3619
2916.91	3635
2915.47	3609
2914.03	3645
2912.59	3640
2911.15	3641.5
2909.71	3660
2908.26	3668.5
2906.82	3692
2905.38	3666
2903.94	3746.5
2902.49	3750.5
2901.05	3668
2899.6	3754.5
2898.16	3747
2896.71	3796.5
2895.27	3785.5
2893.82	3769
2892.38	3790.5
2890.93	3755.5
2889.48	3773
2888.03	3812.5
2886.59	3827.5
2885.14	3772
2883.69	3813.5
2882.24	3791.5
2880.79	3797
2879.34	3819.5
2877.89	3775
2876.44	3869
